pdf_stem,pdf_path,collection,year,month,model_tier,decade,failure_domain,failure_stage,failure_error_type,failure_detail,grid_status,grid_error_type,grid_confidence,location_status,location_error_type,location_section,location_township,location_range,county_status,county_error_type,county_name,dot_status,dot_error_type,dot_confidence,latlong_status,latlong_error_type,resolution_source,flags
01914238_O S SPARKS 4_921247,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/01914238_O S SPARKS 4_921247.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,20,,2,failed,exception,,done,,99,skipped,,,
03702939_GEO WOODWARD 1_1056375,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/03702939_GEO WOODWARD 1_1056375.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,98,done,,13,14,,failed,exception,,done,,99,skipped,,,
07102764_L D GARRETT 1_1415643,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/07102764_L D GARRETT 1_1415643.pdf,1,1923,12 - December,early,1920s,county,county,api_error,County extraction failed: api_error,done,,99,done,,2,,2,failed,api_error,,done,,98,skipped,,,
07104046_F BEVERLIN 12_1540020,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/07104046_F BEVERLIN 12_1540020.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,93,done,,19,,1,failed,exception,,done,,99,skipped,,,
07104176_MCKEE 20_1540040,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/07104176_MCKEE 20_1540040.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,20,,3,failed,exception,,done,,98,skipped,,,
08105492_M DOWELL 1_589752,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/08105492_M DOWELL 1_589752.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,100,done,,12,14,,failed,exception,,done,,95,skipped,,,
10100672_DURANT 2_1364744,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/10100672_DURANT 2_1364744.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,,14,1,failed,exception,,done,,99,skipped,,,
10303199_P RUZEK 7-A_1540030,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/10303199_P RUZEK 7-A_1540030.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,98,done,,3,24N,,failed,exception,,done,,99,skipped,,,
10704747_SARYOKICHE 1_1056310,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/10704747_SARYOKICHE 1_1056310.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,,15,8,failed,exception,,done,,96,skipped,,,
11102054_HILLMAN 2_1056374,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/11102054_HILLMAN 2_1056374.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,,14,18,failed,exception,,done,,98,skipped,,,
11102054_HILLMAN 2_516848,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/11102054_HILLMAN 2_516848.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,99,done,,,14,18,failed,exception,,done,,98,skipped,,,
11104443_GRAYSON 2_1056382,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/11104443_GRAYSON 2_1056382.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,100,done,,2,25,,failed,exception,,done,,99,skipped,,,
13306864_L FOSTER 3_589749,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/12 - December/13306864_L FOSTER 3_589749.pdf,1,1923,12 - December,early,1920s,county,county,exception,County extraction failed: exception,done,,100,done,,3,,6,failed,exception,,done,,99,skipped,,,
14522741_ROSE MARTIN 5_1394126,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1990/02 - February/14522741_ROSE MARTIN 5_1394126.pdf,10,1990,02 - February,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,99,done,,,1S,,failed,exception,,skipped,,,skipped,,,
12921491_SPROWLS 2-5_486741,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1990/04 - April/12921491_SPROWLS 2-5_486741.pdf,10,1990,04 - April,mid,1990s,county,county,api_error,County extraction failed: api_error,done,not_detected,99,done,,,7S,,failed,api_error,,skipped,,,skipped,,,
13922350B_WAR PARTY WATERFLOOD II DAVIS-HITCH 7-2_1808962,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1990/10 - October/13922350B_WAR PARTY WATERFLOOD II DAVIS-HITCH 7-2_1808962.pdf,10,1990,10 - October,mid,1990s,county,county,exception,County extraction failed: exception,done,,98,done,,,,,failed,exception,,done,,98,skipped,,,
13920577_GIBSON A-2_756150,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/01 - January/13920577_GIBSON A-2_756150.pdf,10,1991,01 - January,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,100,done,,,,,failed,exception,,skipped,,,skipped,,,
15121852_GERTRUDE 2-1_1703088,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/01 - January/15121852_GERTRUDE 2-1_1703088.pdf,10,1991,01 - January,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,97,done,,,,,failed,exception,,skipped,,,skipped,,,
13922352D_W HOUGH MORROW UNIT 100_756551,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/05 - May/13922352D_W HOUGH MORROW UNIT 100_756551.pdf,10,1991,05 - May,mid,1990s,county,county,keyword_not_found,County extraction failed: keyword_not_found,done,,100,done,,,,,failed,keyword_not_found,,done,,98,skipped,,,
15130027_STEWART 1_1588519,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/05 - May/15130027_STEWART 1_1588519.pdf,10,1991,05 - May,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,89,done,,,,13W,failed,exception,,skipped,,,skipped,,,
14726352_NETTIE ARMSTRONG 4_1517303,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/09 - September/14726352_NETTIE ARMSTRONG 4_1517303.pdf,10,1991,09 - September,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,98,done,,,,,failed,exception,,skipped,,,skipped,,,
14726352_NETTIE ARMSTRONG 4_1517304,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/09 - September/14726352_NETTIE ARMSTRONG 4_1517304.pdf,10,1991,09 - September,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,98,done,,,,,failed,exception,,skipped,,,skipped,,,
14726352_NETTIE ARMSTRONG 4_548193,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_10/1991/09 - September/14726352_NETTIE ARMSTRONG 4_548193.pdf,10,1991,09 - September,mid,1990s,county,county,exception,County extraction failed: exception,done,not_detected,98,done,,,,,failed,exception,,skipped,,,skipped,,,
