pdf_stem,pdf_path,collection,year,month,model_tier,decade,failure_domain,failure_stage,failure_error_type,failure_detail,grid_status,grid_error_type,grid_confidence,location_status,location_error_type,location_section,location_township,location_range,county_status,county_error_type,county_name,dot_status,dot_error_type,dot_confidence,latlong_status,latlong_error_type,resolution_source,flags
35137111900000_LYDIA HOLMAN ET AL 4_1696603,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/35137111900000_LYDIA HOLMAN ET AL 4_1696603.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
3514306205_THIERY_2004410,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/3514306205_THIERY_2004410.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
35145045160000_BILBY 2 1_2364234,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/35145045160000_BILBY 2 1_2364234.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
35145761550000_W J FLESHER 8_2364272,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/35145761550000_W J FLESHER 8_2364272.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
35147065120000_LEWIS W H 10_2288542,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/35147065120000_LEWIS W H 10_2288542.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
35147067970000_CHRISTIE SALLIE 4_2288514,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/35147067970000_CHRISTIE SALLIE 4_2288514.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
OSAGE_J A MOORE 10_2288547,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/OSAGE_J A MOORE 10_2288547.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
OSAGE_OSAGE TRACT 29 4_2288548,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/OSAGE_OSAGE TRACT 29 4_2288548.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
OSAGE_OSAGE TRACT 29 6_2288522,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/OSAGE_OSAGE TRACT 29 6_2288522.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
OSAGE_OSAGE_2288572,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/OSAGE_OSAGE_2288572.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
XX_T. HAWKINS 9_2004244,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/XX_T. HAWKINS 9_2004244.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
XX___2288532,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/XX___2288532.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_BAKER-ROACH_2004257,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_BAKER-ROACH_2004257.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_BARNETT 1_2004376,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_BARNETT 1_2004376.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_BERRY 1_782192,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_BERRY 1_782192.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_C C ENDICOTT 2-G_1539200,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_C C ENDICOTT 2-G_1539200.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_D. BARTLEY 3_920453,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_D. BARTLEY 3_920453.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_DETMER 1_2004265,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_DETMER 1_2004265.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_E E NOBLE 34_920476,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_E E NOBLE 34_920476.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_E E NOBLE 34_920477,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_E E NOBLE 34_920477.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_F E TUCKER 3_920470,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_F E TUCKER 3_920470.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_FARRIS 1_1384809,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_FARRIS 1_1384809.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_FLOYD WHITE 4_2004330,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_FLOYD WHITE 4_2004330.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_HAMILTON 1_1384788,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_HAMILTON 1_1384788.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_HAMILTON 1_2004201,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_HAMILTON 1_2004201.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_J REIGER 2_1539235,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_J REIGER 2_1539235.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_JACK SUMMERS 2_2364233,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_JACK SUMMERS 2_2364233.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_JOSIE BEAN_2004147,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_JOSIE BEAN_2004147.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_KINSEY 6_2004145,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_KINSEY 6_2004145.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_KINSEY 7_2004306,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_KINSEY 7_2004306.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_KULCHINSKI 2_1618244,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_KULCHINSKI 2_1618244.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_MCKIBBEN 1_1053371,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_MCKIBBEN 1_1053371.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_MEACHAM  1_2004365,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_MEACHAM  1_2004365.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_MILLER 1_2288493,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_MILLER 1_2288493.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_NW-NW-SE 10_2288487,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_NW-NW-SE 10_2288487.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053320,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053320.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053346,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053346.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053369,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053369.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053485,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053485.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053507,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053507.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1053515,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1053515.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1414451,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1414451.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_1414455,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_1414455.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_No Data_2288559,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_No Data_2288559.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE INDIAN AGENCY 5_1414482,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE INDIAN AGENCY 5_1414482.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288482,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288482.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288492,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288492.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288512,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288512.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288515,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288515.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288543,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288543.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288544,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288544.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288549,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288549.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_OSAGE_2288560,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_OSAGE_2288560.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_PAGE 1_2004152,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_PAGE 1_2004152.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_PAGE 1_2004158,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_PAGE 1_2004158.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_PARKS 1_2004288,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_PARKS 1_2004288.pdf,1,1923,02 - February,early,1920s,unknown,unknown,,Unclassified failure,pending,,,pending,,,,,pending,,,pending,,,pending,,,
X_R H ROBEDEAUX 1_2288502,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_R H ROBEDEAUX 1_2288502.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
X_R NEWBERRY 3 AC-1_782188,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_R NEWBERRY 3 AC-1_782188.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,96,failed,not_found,,,,failed,keyword_not_found,,done,,83,skipped,,,
X_S H MCKEE 6_1539221,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_S H MCKEE 6_1539221.pdf,1,1923,02 - February,early,1920s,grid,grid,not_detected,Grid image extraction failed: not_detected,failed,not_detected,,failed,not_found,,,,failed,keyword_not_found,,skipped,,,skipped,,,
X_S. TRENT 1_2004276,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_S. TRENT 1_2004276.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,100,skipped,,,
X_SCHELL 1_2364269,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_SCHELL 1_2364269.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,done,,98,skipped,,,
X_SCHELL 1_2464621,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_SCHELL 1_2464621.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,done,,98,skipped,,,
X_THOMAS REED 1_2464585,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_THOMAS REED 1_2464585.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,keyword_not_found,,done,,100,skipped,,,
X_W. MILLER 4_2288485,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_W. MILLER 4_2288485.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
X_WALLACE 1_2004369,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_WALLACE 1_2004369.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,done,,94,skipped,,,
X_WALLACE 1_2004371,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_WALLACE 1_2004371.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,done,,94,skipped,,,
X_WARNARKEE 3_2004185,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_WARNARKEE 3_2004185.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,98,skipped,,,
X_X_2364218,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_X_2364218.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
X_X_2464568,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X_X_2464568.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,89,skipped,,,
X___1518941,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/X___1518941.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,98,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
x_ARNOLD 1_589517,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/x_ARNOLD 1_589517.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,100,skipped,,,
x_SMELSER 1_2364248,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/02 - February/x_SMELSER 1_2364248.pdf,1,1923,02 - February,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,95,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
00000000_No Data_1053589,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053589.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,keyword_not_found,,failed,exception,,skipped,,,
00000000_No Data_1053605,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053605.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,failed,exception,,skipped,,,
00000000_No Data_1053636,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053636.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,94,failed,not_found,,,,failed,exception,,done,,95,skipped,,,
00000000_No Data_1053674,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053674.pdf,1,1923,03 - March,early,1920s,grid,grid,not_detected,Grid image extraction failed: not_detected,failed,not_detected,,failed,not_found,,,,failed,exception,,skipped,,,skipped,,,
00000000_No Data_1053698,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053698.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
00000000_No Data_1053723,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053723.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,98,skipped,,,
00000000_No Data_1053737,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053737.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,93,failed,not_found,,,,failed,keyword_not_found,,done,,98,skipped,,,
00000000_No Data_1053788,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053788.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
00000000_No Data_1053807,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053807.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
00000000_No Data_1053870,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053870.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,99,skipped,,,
00000000_No Data_1053888,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053888.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,98,failed,not_found,,,,failed,keyword_not_found,,failed,exception,,skipped,,,
00000000_No Data_1053905,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1053905.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
00000000_No Data_1414611,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_1414611.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
00000000_No Data_516531,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/00000000_No Data_516531.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
01500481_N J A SAMES 2_782243,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01500481_N J A SAMES 2_782243.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
01535967_ALEXANDER-ESTES 1_782218,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01535967_ALEXANDER-ESTES 1_782218.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,99,skipped,,,
01537076_COBB 1_782214,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01537076_COBB 1_782214.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,failed,exception,,skipped,,,
01537270_WAGNER 5_782229,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01537270_WAGNER 5_782229.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
01900536_R A HEFNER 1_920564,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01900536_R A HEFNER 1_920564.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
01900562_DILLARD 54_920510,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01900562_DILLARD 54_920510.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
01908310_FRAZIER 19_920558,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01908310_FRAZIER 19_920558.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,failed,exception,,skipped,,,
01909018_DILLARD 59_920500,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01909018_DILLARD 59_920500.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,done,,81,skipped,,,
01909324_SIMPSON-VOORHEES 9_920494,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01909324_SIMPSON-VOORHEES 9_920494.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,exception,,failed,exception,,skipped,,,
01909325_SIMPSON-VOORHEES 10_920534,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01909325_SIMPSON-VOORHEES 10_920534.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,100,failed,not_found,,,,failed,keyword_not_found,,done,,100,skipped,,,
01909538_RINGLING 8_920543,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01909538_RINGLING 8_920543.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,98,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
01909540_RINGLING 6_920493,s3://osu-well-records-225989338968/pdfs/ExportedFolderContents_1/1923/03 - March/01909540_RINGLING 6_920493.pdf,1,1923,03 - March,early,1920s,location,location,not_found,"PLSS not found: missing section, township, range",done,,99,failed,not_found,,,,failed,exception,,done,,99,skipped,,,
